Question,Answer,Category,polarity
牛油果款好用吗味道怎么样,好用,效果,1
你好，这个洗面奶孕妇可以用么？,应该问题不大，我买了小孩用的,适用性,0
用完会头痒吗,我用一点丢，丢掉两瓶，你说会不会痒？,不良反应,-1
有人用了之后有过敏现象吗？,不会,不良反应,1
去屑有效果吗,去屑效果不错,效果,1
用一段时间会不会起头皮屑？,挺好的，没有头屑,不良反应,1
你好，15岁孩子能用吗,可以啊，我家女孩12就用了，别常用，头皮屑严重时用，和其它普通的洗发水互换着用,适用性,1
留香久吗？,没有吧，也就不到半天吧,效果,0
这个洗面奶里有没有颗粒状的东西，以前买的都有，现在这两个都没有？大家知道的给解答一下，谢谢啦！,没有，挺好用的,质地,1
小孩可以用吗现在怎么小孩都长头皮屑了,去医院看看是不是头皮炎。,适用性,0
是正品吗？有防伪码吗,正品的京东自营很放心,认证产品,1
会假滑吗,不会,易冲洗,1
我买的潘婷除了小瓶的有泡沫，两瓶大的一点泡沫都没有，不好用，你们的会吗？,我是用起泡器先打起泡了再上头的,质地,0
一瓶可以用多久,2个月,使用寿命,0
你们用这个会不会有股味道，有些难闻,没有，挺舒服的，我混合干性皮，很好用，不紧绷,味道,0
活力运动的味道怎么样？,可以,味道,1
掉发可以用吗,掉发严重,适用性,-1
洗完头发香不香,一点点,味道,0
问问大家买的产品有封膜吗？,没有的，芙丽芳丝就是没有的,包装,-1
买一赠一吗,各种打折完了合30一瓶,赠品,0
为什么我洗完感觉涩涩的？,我用这款很久了，一直很舒服,不良反应,1
细软塌发质能用吗,这款洗发水不是按发质分的亲!可以放心购买,适用性,1
适合给冬天出生的宝宝用吗？,不分季节,适用性,1
这款好冲洗吗,还不错,易冲洗,0
请问这款能去头螨吗，效果如何？,可以的,功能,1
敏感肌用着怎么样？,我觉得完全可以，用起来没那么刺激,适用性,1
这个补水柔顺吗？,本人感觉挺好的已经用了好长时间了,效果,1
你们孩子用了有头皮屑吗？,没有，用起来还挺顺滑,不良反应,1
好用不好用也不知道,挺好用的,效果,1
头发油太多行吗？,可以洗两遍,适用性,0
这个能祛脂肪粒吗？,没有,功能,-1
适合几个月大的宝宝使用吗,我们娃现在五岁，刚出生的这个应该可以用吧,适用性,0
这个好用吗,还可以,效果,0
用完会抓头皮很痒的样子吗,每次用完，耳朵后面脖子后面都很红，用了几次怀疑是过敏。,不良反应,-1
大干皮适合用吗,可以用,适用性,1
你们真的觉得洗完不干吗，我感觉洗完很干诶，不用霜根本遭不住诶,现在天气冷，容易干燥吧？？一直用的主要不会紧绷,不良反应,0
亲，最近孩子有些小头屑，用这个管用吗,感觉洗不干净，每次得洗好几遍，有时候头皮还是有白色的,效果,-1
请问因为熬夜和纵欲过度引起的脱发治不治啊,洗发水只是辅助啊，关键你这两个问题应该自己改善可能更好,功能,0
为什么要运费啊,买东西不要运费，空气给你运吗,物流,0
用后皮肤感觉很干燥吗？滋润度如何？,用多了，皮肤有点干燥,不良反应,-1
哺乳期掉发能用吗,能用,适用性,1
求教，假滑吗？,不假滑很好冲洗很好,易冲洗,1
你们用去油嘛？为啥我用去油效果一点也不好,去油效果我觉得还可以，不过去屑效果我觉得不是特别明显。,效果,0
男生这款好用不，不是女用吗,挺好用的,适用性,1
这个洗面奶油皮洗的干净嘛,很干净,清洁力,1
请问这款洗发水去头皮屑么,这款是控油的,功能,0
有没有包邮,不包,物流,-1
15岁孩子能用这个吗,这个没有什么能不能吧，沐浴乳都差不多，除非你皮肤过敏,适用性,0
这么多好评是不是刷单的呀？看了评论也有不少说没有效果的，都是虚假宣传呢。,用了很舒服，买了三次老客户了,效果,1
宝宝用会不会辣眼睛,我洗澡时不用这个洗脸，都是清水洗脸,不良反应,0
各位，为什么我用了会头皮痒？你们有这种情况吗,没有，可以管两天不洗头,不良反应,1
艾叶的那款易清洗吗?,易清洗,易冲洗,1
这款好用吗？？,还可以的，但还是要看你自己的发质,效果,0
这款二合一好用吗？新生儿过敏体质可以用吗？,还没开始用,适用性,0
这款用了会有头屑吗？蓝色那款很多人反应有头屑,有头皮屑的，我们家宝用的这款,不良反应,-1
你们买到的也是外面里面都没有封的吗,都没有,包装,-1
请问洗发止痒效果好吗?,对小孩子还是挺有作用的。,效果,1
男人能用吗？香味大不大,都可以味道还行不会很大,适用性,1
这个可以去油吗，我是油性皮肤,混合性用了干，应该很适合油性,功能,0
这个沐浴露会假滑嘛？洗完清爽的还是黏糊糊的？,很清爽,易冲洗,1
会不会过期，怎么看有效期截止时间，,瓶身上写着有效期，这个一般保质期很长的，,有效期,1
我用舒肤佳老是皮肤发红，痒。这种会不会,我用没有这种情况发生,不良反应,1
可以留香多久,这款适合我，留香不重要，不过挺好闻的,效果,0
用这个真的能长新发吗？对发际线后移有效果吗？请求真实回复！,才用了几次，不能给你帮助,效果,0
颜色浅很多，很假呢,还行吧，没觉得有问题,认证产品,0
洗完头发香味久不久？,两小时左右,效果,0
干皮肤但是喜欢清爽洗的干净那种，夏天用这个油不油？,不会，非常棒,适用性,1
洗完后留香久吗？,洗的时候蛮香的，洗完后淡香，过一会就没味了。,效果,0
亲们真的能去屑吗,不能,效果,-1
看了差评说洗完巨痒，真的很痒吗,确实会痒,不良反应,-1
买完这马上收到货才发现好多人用完长痘痘，真的吗？我也是痘痘肌，不会更严重吧？,我用了两年了、没有这种现象、,不良反应,1
正品么请问，上次在宝洁买了两瓶护发素假的，这个真的吗,真的,认证产品,1
这款是夏天用的吗,可以用,适用性,1
适合男人使用吗,你开心就好！,适用性,0
O丝滑对油性头发能用吗？,跟洗洁精差不多！,适用性,0
大家有没有刚洗完头两天，头上好像有好多油,没有,不良反应,1
有用吗？真的可以防脱？,脱发倒是好多了，就是头皮屑变严重了,功能,1
大家用的这款有颗粒感吗。？,我就有颗粒感,质地,-1
什么味道？留香怎么样？,没什么味道,味道,0
这个有封口吗？,没有，用三支了,包装,-1
对螨虫过敏者有效果吗？,有用但我觉得一般般效果,效果,0
请问你大家这个两岁多的宝宝可以用吗？,两岁多还是用婴幼儿用品吧，毕竟小孩皮肤比较嫩。,适用性,0
男女通用的吗,通用。,适用性,1
这款用了会有头皮屑和头痒吗？,这个得看你自己适不适合这款产品,不良反应,0
女士也可以用么，使用感怎么样，不会起头皮屑吧？,可以用！洗的很干净！洗完记得用护发素就行了！非常清爽！！,不良反应,0
这款洗发水好用吗？,好用哦已经回购多次,效果,1
真的假的？,自营真的多！没法鉴定！购买即信任！,认证产品,0
大家有没有闻到异味,没有异味噢,味道,1
洗完后睡一晚上头发还蓬松吗？,比较蓬松的,效果,1
头屑较多适合吗,用这个我的是改善了头屑问题,适用性,1
不包邮吗？,不包,物流,-1
干不干,不干,不良反应,1
男生用怎么样,都可以,适用性,1
一瓶能用长时间,看个人怎么用。我们家一瓶用三个月左右,使用寿命,0
洗了会不会有头皮屑,我闺女感觉很好,不良反应,1
干性皮肤洗完后脸会不会有紧绷感？会不会刺激眼睛？,不会,不良反应,1
这个可以洗脸吗;;,可以试试,功能,0
你好，15岁孩子能用吗,我家十多岁的孩子一直用,适用性,1
男士油性发质，而且有顽固头皮屑，用这个好使么,还行，挺不错的,效果,1
大家好，这款产品泡泡丰富嘛？,还行吧，不算很多,质地,0
请问是正品吗,是正品，味道很好闻，泡面很丰富，值得购买,认证产品,1
香味持久吗，是不是跟段嘉衍的信息素一样,没感觉，毕竟广告语，不可信,效果,-1
请问用了真的掉很多头发吗？建议买吗,没有掉头发呀，我觉得很好用，很适合我,不良反应,1
这个保价吗？,合适保价,价格,1
麻烦问下大家洗面奶的包装盒和洗面奶有封条吗？,没有,包装,-1
味道大不大阿,很香啊，很好闻,味道,1
这洗面奶用后可以和别的补水喷雾用吗,可以的,适用性,1
香味怎么样？好闻吗？,味道不错，挺好喝,味道,1
油油性发质可以用吗,针对油性发质,适用性,1
有没有用过几次后出头皮屑，为什么我用了之后又痒又出头屑，之前没有头屑的,我有这个情况，可能不太适合我们这样的发质,不良反应,-1
这款洗了滑不滑？,不会，我一直买这款,易冲洗,1
香味持久吗？,持久,效果,1
用完头痒吗,还行,不良反应,0
这个能去黑头吗,效果吧还行就是有点过敏脸红，以及。。。。。。。。让我的毛孔的毛长的更好了。。。。。。。。,不良反应,-1
这个男生可以用吗,不可以，里面有一味药材是益母草！,适用性,-1
头发不油干性发质就是细软贴脸用这个去油会不会头发太干涩,不干,适用性,1
洗完会假滑吗？容不容易冲洗？泡沫怎么样，多吗？,还好，容易清洗,易冲洗,1
问下使用过的各位请问这款好用吗？,还行吧,效果,0
请问能去头屑止头痒吗？,还可,功能,0
我掉发多，白头发也有，用这个生姜的有用吗,洗完感觉太油腻了，可能是滋润型，防掉发就不太明显，还在用,效果,0
这款沐浴露味道好闻吗,味道很好闻啊，淡淡的小清新的，配合沐浴球，起泡特别绵密。,味道,1
有没有给一岁多的宝宝使用的？,一岁多用沐浴露洗发水合一的就行,适用性,0
可以卸防晒嘛资生堂和娜丽丝那种,还可以,清洁力,0
请问因为熬夜和纵欲过度引起的脱发治不治啊,建议剁掉,功能,0
各位买家这个洗发水用完你们有没有感觉头皮痒和头皮屑变多，我用一段时间出现这种情况，是我个人发质问题吗,好用！又买了！,不良反应,1
头皮屑多不,隔一天洗一次头皮屑基本没有，使劲抓还是有的。,不良反应,0
有送润发乳吗？记得拍时活动界面有送！结果没有！,不送,赠品,-1
这款洗面奶你们用多久？效果怎么样？用多久才有效果？,没什么特别的效果，就是不紧绷,效果,0
大家买了是正品吗？为啥这么多追差评的,是正品,认证产品,1
用了会有头皮屑吗,有,不良反应,-1
一支能用多久,白天涂了防晒，所以晚上用的卸妆水，早上洗脸用洗面奶，一支差不多用一个月左右,使用寿命,0
有头皮屑吗,没有呢！很好用，就是价格不美丽,不良反应,1
孕妇可以用吗？,可以,适用性,1
刚出生的宝宝可以用吗,刚出生的最好还是清水洗,适用性,0
为什么我用这个脸上起皮特别严重?,这个清洁效果好，购物要用保湿的水乳！,不良反应,1
它的生产日期是什么时候的？,保质期2021年,有效期,0
山茶花的味道浓吗？味道容易消失吗？,一天不消失,效果,1
请问染过头发能用吗会不会影响染色效果,能用,适用性,1
这个效果好吗？头发很油，最近总熬夜脱发比较严重，不是遗传的,有点用的,效果,1
有什么送的？,赞,赠品,1
会不会有一点贵，值不值得？,还好，慕斯的还没用,价格,0
香味持久吗？泡沫多不多啊？,可以泡沫挺多的也很香,味道,1
除螨祛痘效果好不好,好,效果,1
14岁可以用吗,可以，很温和,适用性,1
这个是正品吗,是,认证产品,1
洗完会痒吗？？？,不痒啊,不良反应,1
柠檬味不是洗洁精的味道吧,不是吧,味道,0
泡沫会不会很多啊，不然难冲洗,还可以,质地,0
亲们，你好买的要出运费吗,没有,物流,1
沙宣能去头屑吗？,一般,效果,0
对螨虫过敏者有效果吗？,效果挺好的,效果,1
这个夏天可以清洁干净吗，肌肤属于油性的,都是可以，我觉得可以,适用性,1
洗头发保持几天不油啊？头发油性的厉害,看个人的体质不一样,效果,0
洗完皮肤会很干吗,不会,不良反应,1
除螨祛痘吗？,就正常的洗澡沐浴露,功能,0
洗头洗澡都可以用吗,就是的,功能,1
防脱吕有效果吗？,没什么感觉,效果,0
能美白吗？,美白不关注，但是用久了，可以清除螨虫。背上痘痘少了,功能,0
可以当沐浴露用吗？,可以放心,功能,1
用着如何？,很好用,效果,1
我是帅哥，可以用吗？,可以,适用性,1
长不长先不说，防脱效果怎么样啊？,头皮屑多了好多，真的好痒,效果,-1
好冲洗吗？假滑不,不假滑,易冲洗,1
这个用着头皮会痒吗,不光痒还掉头发非常厉害,不良反应,-1
请问樱花好闻吗？,好闻，看个人口味吧,味道,1
你们买的有颗粒吗,有的，我在店里买也有颗粒,质地,-1
朋友们，你们双十一买的，有带赠品吗？,没有赠品,赠品,-1
幽莲魅肤好用吗？会不会过敏干燥,香味浓郁持久，过敏干燥不就不知道了，反正我没出现这反应,不良反应,1
牛油果携款味道好闻吗,挺好的,味道,1
香味持久吗？,还可以,效果,0
大家用的时候起泡吗？我的基本怎么搓都没泡泡，担心是假的,有很多泡泡的呢,质地,1
这算是洗面奶吗男生用可以吗,肯定是洗面奶啊，男生可以用,适用性,1
会不会过敏？适合干皮吗？,一般不会过敏，这款挺温和的，干皮可以用,不良反应,1
用了阿道夫一头头皮屑这能用吗,还行吧,适用性,0
好用嘛，，，，，，，,非常好用,效果,1
生产日期是啥时候的？有效期到什么时候？,到2021的有效期,有效期,0
对痱子起作用吗？,靠沐浴露，肯定没用，得靠其他护理,效果,-1
女士可以用吗？,应该都能用吧,适用性,1
24年没长过痘，间断用了两三天，每次用完第二天就长闭口，不用就没有了,挺温和的，不长痘,不良反应,1
我怎么洗了像洗肥皂一样洗完涩涩的又干,本来就像香皂一样，洗了很容易冲干净，不假滑,不良反应,0
这个洗面奶去痘去黑头效果如何,不咋地,效果,-1
有润肤功能吗？,可以的,功能,1
防脱发效果好么,果断扔了，什么玩意儿，差点让我脱成尼姑，用了头发干，痒，头皮屑多，多到让你想不到,效果,-1
有味道吗，孕妇反应大。用不了有味道的,有味道，不好用,味道,-1
孕妇可以用？,最好不用,适用性,-1
会假滑吗,还行吧，就是香味不持久,易冲洗,0
是不是有假货？,京东自营的商品一般都没有假货,认证产品,1
会不会假滑,会真滑的,易冲洗,1
有没有人开封久了有股臭味的,没有啊，桃子味很浓,质量,1
姐妹们，控油效果好吗，之前都是用的大金瓶修复的,还行,效果,0
会留香吗,留香。,效果,1
这个会减少脸上的红血丝吗,不会红血丝是角质层过薄了，少化妆，用点舒缓的护肤品，做一些恢复角质层的功课。,功能,-1
请问这款洗完头发蓬松吗想要蓬松的效果,嗯嗯蓬松的,效果,1
头发干能用吗？,感觉适合油性头发,适用性,0
这个好用吗，是正品吗？,是正品，满意,效果,1
是持久留味道吗,刚用完挺香，不算太持久，感觉这个沐浴露还蛮好用的,效果,0
这种洗面奶洗长时间洗会美白吗？,不会，就是清洁，不美白但洗的很干净,功能,-1
最近三四个月掉发比较多，头部皮肤出油多，这款洗发水适合本人使用吗？谢谢大佬！,可以吧,适用性,1
女士能不能用,可以的！效果不错！,适用性,1
男生用红色的那个香味会很重吗？,没味，放心吧。没那么长的留香。不过你这么说的话，我可以闻闻看,味道,1
控油效果好吗,还可以,效果,0
请问持久留香吗？,能持续两三个小时,效果,0
你们用的时候有没有额头痘痘变多了，而且感觉这款洗面奶特别稀有一种怪味,没感觉，挺好的,不良反应,1
我头发是油性，用了有头皮屑吗,我用了没有也不怎么痒,不良反应,1
洗完会不会比较干涩？,不会,不良反应,1
这个用完会不会头发很干，像枯草？,不会，太干的话有可能是吹风机问题,不良反应,1
这个沐浴露好不好,挺好的,效果,1
这个可以除螨虫吗,可以呢,功能,1
会留香嘛好不好,大概是用了太多年海飞丝，觉得香味吹完头发就几乎感觉不到了，非常清新,效果,-1
这款真的可以美白祛痘吗？,不能，正常清洁,功能,-1
香味怎么样？浓吗,桃子味道挺好闻的,味道,1
可以改善毛孔粗大吗？,没效果,功能,-1
说明书写女士适用，为什么这样写，男士不能用吗？,这是女士专用，当然男士也可以用,适用性,1
这款都没密封包装的吗,没有，买的都这样,包装,-1
能加速长头发吗?,貌似不能加速，且个人头皮肤质问题，觉得很痒,功能,-1
会掉头发吗？,偶尔一两根算不算掉发?,不良反应,0
会过敏吗,会不会过敏看你自己,不良反应,0
味道很大吗,不会挺香的,味道,1
留香久吗,留香,效果,1
请问这款洗发水去屑止痒吗？,不，我用着头皮屑还多了,效果,-1
洗了头皮痒吗,不痒,不良反应,1
味道好闻吗？腻吗？,好闻、不腻,味道,1
防脱吗控油吗,一般,功能,0
这个四十多合适么两个大的六个小的,合适,价格,1
气味好闻吗，跟舒肤佳比怎么样？,比舒肤佳好闻，不一样的香,味道,1
可以当做清洁面膜？,不能,功能,-1
能防止脱发吗,防脱发还得看看体质，纯靠洗发水，这个思路本身就不靠谱。,功能,-1
现在虚假广告没人管吗？用了2个月一点用没有，该痒还是痒，手臂背上小颗粒一点没改善,挺好,效果,1
牛油果这款味道好闻吗？,味道好闻，但是太滑了,味道,1
能不能止痒？,我的还行，各人的发质不同。,功能,0
为什么我那天用了之后，第二天超多头皮屑,因人而异，如果不合适自己就换另外一个牌子,不良反应,0
你好洗面奶是本身就没有封口吗,进口的，没有,包装,-1
兄弟姐妹们，用了之后头发油的快吗？,我早上洗的头到晚上就油了因人而异，适合自己的才是好的,效果,0
大家收到有赠品没？,有,赠品,1
洗完会掉头发吗？,正常掉几根,不良反应,0
大家买的有塑封膜吗,开口有膜,包装,1
男人能用吗,肯定可以啊！特别香,适用性,1
大家买的洗面奶都有塑封吗,没有,包装,-1
适合新生儿用吗？,就是新生儿用的呀,适用性,1
您好，油性皮肤、经常运动、出汗量大，是否适合使用？,没有特殊功效，就是洗澡而已,适用性,0
用后会头皮痒吗,不会,不良反应,1
去屑可以吗,那你应该选择有去屑功效的洗发液,功能,0
洗了头屑多吗？,有呢,不良反应,-1
小苍兰这款你们不觉的很像以前2元店里柠檬固体清新剂的味道吗??????,不像，味道很好闻,味道,1
可以给女宝宝用吗,小朋友用专门的婴幼儿的，不适合,适用性,-1
洗头经常停水没冲洗干净有不良影响吗？,应该有吧,不良反应,0
适合男的用还是女的用。,都可以用很香满香快,适用性,1
你们用过之后眼睛红吗？我儿子眼睛红得吓人,我家孩子没事下次下心点就行啦。我觉得任何产品弄到眼睛里都会出现不适,不良反应,0
这款力士小苍兰沐浴露，会假滑，好像冲不干净吗？,不会，而且蛮香的,易冲洗,1
无硅油洗完头发干吗？,不干，很柔顺,不良反应,1
是正品吗？和超市里一样吗？,是正品，一样,认证产品,1
这款去头屑效果怎么样？,去屑效果不错啊，我一直都用这款,效果,1
有没有人用了头皮长痘，用了一瓶头皮屑严重，还长痘了,没有哦,不良反应,1
学初中生能用吗,可以啊，完全没问题，我家女儿小学生都在用,适用性,1
亲们请问T区容易油干皮适合用这个吗,适合，氨基酸洗面奶没什么刺激。,适用性,1
这个洗了头，头发会不会干燥,不会，很好用,不良反应,1
是正品吗？怎么按照网上说的，按压瓶上有一段英文字母，没看到呢？？,有可能是老包装,认证产品,0
除螨效果怎么样,一般,效果,0
香不香的啊,香里很！,味道,1
大家觉得樱花味怎么样香味劣质吗,不劣质喜欢樱花的人不会排斥,味道,1
控油效果好吗，大油头必须一天一洗的那种,挺不错的，推荐购买,效果,1
用久了头会长痘发痒吗？,不会,不良反应,1
这个是正品吗？孕妇能用吗,是正品，孕妇咋不能用。又不是处方药,适用性,1
油性肌肤洗完之后会干净洁净吗，不喜欢洗完之后还是粘滑的。之前用的浅香沐浴露就挺好,会干净。,适用性,1
请问这个沐浴露用完之后会不会有滑滑的感觉，又冲不干净，特别是出完汗之后，身上有点黏黏的样子。,不会。很好冲洗。,易冲洗,1
能防止脱发吗,根本不行,功能,-1
用了头皮会痒吗,痒，第二天就巨痒。抓到头皮都破了,不良反应,-1
你们用了头皮长痘吗？,没长痘，防脱也没见到明显效果！,不良反应,1
这款洗得干净吗,还可以啦,易冲洗,0
是不是正品！,在官方旗舰店问是不是正品的人是不是傻，连官方都不信,认证产品,1
这种洗面奶洗长时间洗会美白吗？,这个就是清洁而已啊，美白这个还不具备吧,功能,-1
这个味道好闻吗？,有一种很淡的味道，不是香味,味道,0
为啥辣眼睛,没有呀,不良反应,1
洗完头发会打结吗？,不会,不良反应,1
大家洗完之后肚脐眼里会不会容易积一层污垢？,不会,清洁力,1
会越洗越油吗？,又不干，又不油，中性的，我一直用这个牌子，去油效果也不错,不良反应,0
这个用完会掉发吗？,掉头发跟这个没有关系的哦,不良反应,0
这个有效果么，我就是胳膊有小疙瘩，我家孩子后背也有，用这个效果怎么样，值得买吗,目前后背疙瘩没变化，就当普通沐浴露了,效果,0
能在浴缸里加入吗,土豪随意,功能,0
这个沐浴露能驱蚊吗？,呵呵，这个只是沐浴露啊，哪里可以驱蚊咯,功能,-1
头屑很多，这款可以吗？,挺好用，去屑效果不错,效果,1
这个适合混合型皮肤吗,我是混合皮，用着不错,适用性,1
用了真的起头屑吗,没有,不良反应,1
之前一次性买了五只，最近打开一直先蹦出一些透明的粘粘的液体，是什么情况？,没有的，有可能是沾水了,质量,1
10个月宝宝可以用吗？,可以的,适用性,1
质地怎样,很好用，可以,质地,1
用后，掉头发吗,不会吧应该,不良反应,0
这个香味怎么样,感觉没什么气味，没有宣传的那么好，不值这个价,味道,-1
大家好，问一下大家，泡沫丰富吗,丰富的很,质地,1
洗完会假滑吗？容不容易冲洗？泡沫怎么样，多吗？,容易冲洗，味道不错，回购两次了,易冲洗,1
这个精油和洗发水男士可以用吗，客服不搭理我,可以,适用性,1
控油效果好吗,一般，,效果,0
有用吗？真能除螨吗？会不会都是托？,这种东西除螨是不可能的，只能用药物这些化学物品没有用的,功能,-1
对螨虫过敏者有效果吗？,还行吧,效果,0
洗完澡之后身体会痒吗？之前用一个香皂洗的，洗完浑身痒,我洗了痒,不良反应,-1
看评测可以控油去屑，真的有效吗？大油头,控油一般，但是第二天就很多头屑,效果,0
用这款洗发水，掉发能减少吗,不掉发的，味道很好,功能,1
适合稻草发炸毛发质吗,适合吧我家和适合,适用性,1
洗澡用了干不干燥？,不干燥,不良反应,1
这个可以给小孩子用吗,特别在意的话，小朋友建议还是使用婴儿级产品吧。,适用性,0
对改善发质有效果吗,用了一个月了，确实很明显，头皮屑少了也止痒了,效果,1
30岁的人可以用吗？,可以,适用性,1
我头发是油性的用这款有效果吗？,不，我的头发丝全是油乎乎的。洗完了以后跟用油洗的一样,效果,-1
用完会抓头皮很痒的样子吗,不痒吧,不良反应,0
是正品的吗？香味持久吗？能多持久？,我自己身上我闻不出来,效果,0
这个用了长闭口？？？不是孕妇和敏感肌都可以使用嘛有买过的觉得怎么样呢分享一下嘛请实话实说谢谢！,不长闭口，我是化妆才会有闭口,不良反应,1
洗发好用吗,我一直是孩子洗澡洗发，我们5周，觉得挺好用,效果,1
这款好冲洗吗？会不会总感觉没有清洗干净一样，滑溜溜的？,感觉樱花的有点点,易冲洗,0
这款控油怎么样，其他洗发水我洗了睡一晚就油，这一款可以坚持两天一洗吗？,还可以,效果,0
你好，这款洗面奶用了会长很多闭口吗,不会,不良反应,1
除螨效果怎么样，味道好闻吗,很好,效果,1
洗完孩子头皮痒吗,不会，孩子说好用，洗完香香的,不良反应,1
为什么洗小瓶的头屑就没.洗大瓶的头屑马上又来了？？？,没感觉到,不良反应,1
这款洗面奶清洁效果好吗？？,本人混合干性皮肤，用几支了，我家男同胞都在用，个人觉得真心好,清洁力,1
这个洁面生产日期呀？外包装没有塑封，里面瓶口也是开封状态没有锡纸封口，没有锡纸封口能存放多久呀？,我的也没有封口，不太清楚,包装,-1
这款沐浴露有香味吗，香味怎么样，好闻不,好闻,味道,1
能美白吗？,不能,功能,-1
这个洗面奶，用着是不是会长痘,没有啊，几年了，一直买的这个,不良反应,1
能不能生发？,不能，老老实实调整作息，多吃蔬菜水果多运动，这洗发水是个噱头，心理作用而已。,功能,-1
对毛周角化症有用吗？,没什么作用,效果,-1
效果怎么样，能生发吗，,可以、我亲身体验过了、可以生发。,效果,1
这个洗发水去屑止痒效果如何,还不错,效果,0
沐浴露洗完澡会假滑吗,真滑，两三天洗一次也滑,易冲洗,-1
这款去头屑效果咋样,本来没有头屑，用了以后天天痒得让你挠不完的头，头皮屑多到你无法想象;;,效果,-1
这产品用了会增发吗,希望有帮助,功能,0
使用后效果怎么样，谢谢,还可以,效果,0
大家买的有封口吗，,没有封口,包装,-1
会不会掉发啊,掉头发是因为太久你没对象，你的头认为你出家，头发自动脱落,不良反应,0
可以长头发吗？,觉得没有，我用着感觉是控油、防脱的效果，洗完很清爽不易出油，头发持续清爽，我选的是油性发质的,功能,-1
幽莲魅肤好用吗？会不会过敏干燥,挺好用的,不良反应,1
控油怎么样？,看个人发质情况了,效果,0
孕妇可以用这款吗,可以,适用性,1
洗了之后，皮肤干不干,不干,不良反应,1
用过后皮肤什么感觉，皮肤滑吗,自己买来试试吧,效果,0
这款产品可以控油吗？,不能,功能,-1
其实你们觉得这个洗面奶是真的好用吗,目前我用过的我觉得这个最好用，已经回购好多次了，不过应该还是看个人的皮肤,效果,1
真的有效吗？,可以,效果,1
请问客服去屑止痒效果好吗,还行,效果,0
干发质，不能用去油的，这个滋润吗,还没用,功能,0
洗这个洗发水后会掉头发吗？,不掉，香香的,不良反应,1
实话，适合油皮吗,用完会有点干,适用性,0
这款四岁可以用吗？,用婴儿沐浴露吧,适用性,0
你们的这款洗面奶起泡泡吗？泡泡多吗？,还行一般般，够了,质地,0
会过敏吗？,我家孩子不会,不良反应,1
这个洗面奶用着会过敏吗,不是过敏体，用着不错，囤了好几支,不良反应,1
有润肤功能吗？,东西很好，洗了润润滑滑的也很香,功能,1
这沐浴露控油情况怎么样,我是两天洗一次，控油还可以,效果,0
这个洗完有火辣感吗,没有那种感觉,不良反应,1
薰衣草味好闻吗,很浓很浓,味道,0
请问这款洗发水去屑止痒吗？,可以,效果,1
这个有没有封口,没有的,包装,-1
好用嘛,挺好用的,效果,1
是是真品吗,不咋滴！洗了头痒,认证产品,-1
真能防脱发吗,我用的还可以，感觉挺好,功能,1
这个孕妇可以用吗？,可以吧啊啊啊,适用性,1
小女生可以用吗,可以，还不错,适用性,1
你这海飞丝质量保证吗？,肯定有保障，京东假一赔十呀！,质量,1
大家好。六神止痒效果怎么样？,沐浴露只是辅助，真真正有用还得自身的免疫力另外看看中医不熬夜不贪口煎炸,效果,0
我的头发属于油性，这个效果好吗？,因人而异,效果,0
洗完后是不是滑滑的,很滑,易冲洗,-1
洗了掉头发吗？,不掉,不良反应,1
泡沫丰富吗？,挺丰富的。,质地,1
真的可以祛痘吗,应当有好处。,功能,0
为什么要运费啊,我买了两瓶所以不用,物流,0
可以卸防晒吗？,防晒要用卸妆水,清洁力,0
对于毛孔粗大，油皮有效吗,还可以吧,效果,0
好用么用完头皮痒么,不痒，配合护发素用，用完挺柔顺，要是超2天不洗，可能就有点痒,效果,0
本人细软发现出油发量少，可以用吗，我看评论很多，想试试看，好不好用急求回答,可以用吧我也是这样,适用性,1
为什么我用沙宣掉发还巨痒,我用有点干，味道挺好闻的，适合和护发素一起用,不良反应,0
孩子可以用不？,可以,适用性,1
蓝色是肥皂水的味道么？我买的怎么是香皂的味道,感觉还不错，味道一样很正常哦！都是拿来洗的哦！,味道,0
这款容易冲洗吗？会不会有滑滑的感觉呢？,沐浴露都会有滑滑的感觉，还可以吧,易冲洗,0
会不会有那种香皂的味道，感觉之前买的舒肤佳的沐浴露都有股皂味,闻起来很舒服,味道,1
请问茶树植萃的洗完会特别干吗？,不会,不良反应,1
适合哺乳期用吗？,我孕期，哺乳期都用的这个,适用性,1
请问长痘痘，油性皮肤，适合用这款洗面奶吗？,秋冬季节适合，夏季不建议使用，清洁力度不够，洗不干净；夏季还是使用祛痘洁面产品比较好。,适用性,0
官方旗舰店卖的里面有小颗粒，这款有吗？,没有,质地,1
痘痘肌用了怎么样？,还不错。泡沫多，洗完之后有香味,适用性,0
沐浴乳可以用来洗头发吗？,不可以，洗完头发很粗糙。,功能,-1
用完头发会柔顺吗,你可以搭配护发素一起使用,效果,0
为什么用的时候味道很大？,有吗，就是有点奶味吧,味道,0
30岁能不能用,可以吖。挺好用的，不分年龄的吧。,适用性,1
艾叶滋润型好冲洗吗？是不是也有薄荷？,都得用手好好搓一遍两遍才能冲净,易冲洗,-1
你们一瓶能用多久,大约一年,使用寿命,0
好冲洗吗？会不会假滑？,不会，挺好洗的,易冲洗,1
效果好吗,我觉得挺好,效果,1
这个可以去黑头吗,没发现，黑头还要靠去黑头产品,功能,0
为什么味道刺鼻特别大,还好吧,味道,0
